id,name,about,network,followersCount,proposalsCount,gov_model
dlytoken.eth,DLY DAO Gobernanza ,Espacio oficial de votación DLY Token,137,411,7,hybrid
breederdao-admin.eth,BreederDAO,This is BreederDAO’s platform for decentralized voting. sBREED holders can vote on the following Live Breed Proposals that have passed proposal Jury screening.,1,346,9,hybrid
talkenio.eth,Talken,"Secure Web3 Wallet everywhere!

Talken Wallet is a secure Web3 wallet that uses MPC technology. Accessible on Mobile, Web, Telegram, and Desktop.",1,12,7,hybrid
derify.eth,Derify Protocol,"How to earn eDRF(Voting Token)? Click to learn:
https://derify.medium.com/how-to-earn-edrf-9519e0edfeb8",56,1647,40,hybrid
hashflowdao.eth,Hashflow,,1,3506,30,hybrid
zunamidao.eth,Zunami Protocol,"Optimize your yield with zunUSD & zunETH and Omnipools for the 
Curve Finance ecosystem.",1,218,20,hybrid
shinyclub.eth,Shiny Club,"∞ ✨ ♥️
How to propose new artwork/traits: https://shinyclub.notion.site/Submitting-new-Shiny-Club-artwork-249b1b4564ec4e169f71159ff64a9354",1,36,35,hybrid
safe.eth,SafeDAO,Unlock Ownership.,1,17582,54,hybrid
eliteness.eth,Eliteness.Network (Guru Network),"A meta-DeFi Protocol.
Our Products:
Thick CL & EⅢ CLOBB
$FTM LST
ELMA Lending Aggr
eLOCKS fNFTs
Fertilizer ALM
eTHENA & ELRamses
#RealYield Wrappers
+A Lot more",250,28,15,hybrid
camb0t.eth,heds,a decentralized audio visual community,1,10,8,hybrid
evmaverick.eth,EVMavericks,,1,394,30,hybrid
sdcrv.eth,Stake DAO CRV,This space replicates Curve Finance's gauge votes to allow sdCRV holders to vote on them.,1,90,244,hybrid
runemetaverse.eth,Runic Raids (retired),,56,56,5,hybrid
gauge.rbn.eth,Ribbon Gauges,,1,255,35,hybrid
shellprotocol.eth,Shell Protocol,"DeFi, unified.",42161,40040,55,hybrid
elfi.eth,Element DAO,Element is an open source protocol for fixed and variable yield markets.,1,417,31,hybrid
lgcryptounicorns.eth,Crypto Unicorns,,42161,1489,67,hybrid
maiadao.eth,Maia DAO,,42161,256,30,hybrid
hermesprotocol.eth,Hermes Protocol - Severity 1,"Hermes is a DEX that allows low cost, near 0 slippage trades on uncorrelated or tightly correlated assets. The protocol incentivizes fees instead of liquidity.",42161,131,45,hybrid
sdangle.eth,Stake DAO ANGLE,Stake DAO's metagovernance platform for sdANGLE,1,47,177,hybrid
sdfxs.eth,Stake DAO FXS,Stake DAO metagovernance space for sdFXS,1,40,476,hybrid
copernicusbeer.eth,Copernicus Beer,This space is for governance for the Copernicus Beer DAO,1,45,22,hybrid
gamiumworld.eth,Gamium DAO,"Welcome to the Gamium DAO, the decentralized organization of the Gamium Metaverse. Holding $GMM is the only requirement for membership in the DAO.",56,784,7,hybrid
telcoinplatformcouncil.eth,Telcoin Platform Council,Platform Council Voting,137,27,14,hybrid
metislayer2.eth,Metis,"MetisL2 Community Ecosystem Governance Program

Decentralizing Metis, empowering our community, and taking action to build a better web3.",1088,25977,277,hybrid
rocketpool-dao.eth,Rocket Pool,Rocket Pool is the first truly decentralised Ethereum staking pool.,1,1139,58,hybrid
wmvotes.eth,Water & Music,A research and intelligence network for the new music business,1,85,7,hybrid
telcoinstakervote.eth,Telcoin Staker,"Staker nominations, delegations, elections, and voting",137,56,4,delegated
telcointancouncil.eth,TAN Council,TAN Council Voting,137,10,4,hybrid
telxcouncil.eth,TELx Council,TELx Council Voting,137,14,7,hybrid
thegurudao.eth, Guru Network DAO,,8453,14890,16,hybrid
layer2dao.org,Layer2DAO,Layer2DAO is expanding the Ethereum L2 ecosystem and investing in high impact L2 ecosystem projects.,42161,7608,21,hybrid
telxvote.eth,TELx Miner,TELx Liquidity Providers,137,30,5,hybrid
crowncapital.eth,Crown Capital,Crown Capital is focused on direct investment and maximizing yield from its portfolio of income producing assets in top gaming economies,1,48,14,hybrid
uma.eth,UMA Protocol,UMA is an optimistic oracle built for Web3,1,87,20,hybrid
traditionaldreamfactory.eth,Traditional Dream Factory,A playground for living and creating together,42220,44,19,hybrid
palmdao.eth,PalmDAO,"It's time for the people to build the metaverse, together.",1,199,35,hybrid
bobuthefarmer.eth,Bobu,"Bobu Tokens are an experiment in decentralized IP, brought to you by Azuki.",1,424,24,hybrid
gnars.eth,Gnars,Gnar bring shredders onchain. 10% of Gnars NFT supply goes to a multisig for onboarding shredders. Snapshot is how we poll the community on certain topics.,1,626,101,token
community.daosquare.eth,DAOSquare,DIP stands for DAOSquare Improvement Proposal. Details in handbook. It's beta for now.,100,47,32,hybrid
benddao.eth,BendDAO,"BendDAO is the best NFT liquidity protocol supporting instant NFT-backed loans, leveraged NFT trading, and NFT down payment.",1,436,88,hybrid
jpeg’d.eth,JPEG’d,,1,677,142,hybrid
hydranet.eth,Hydranet DAO,"Hydranet (HDN) DAO: The next-generation Web3 wallet for effortless, secure, fast transactions & trading",42161,276,39,hybrid
apecoin.eth,ApeCoin DAO,ApeCoin DAO Voting: APE Improvement Proposals are initiated on our forum and posted on the 1st & 3rd Thursday of each month at 9 PM ET. Voting lasts for 13 days,1,36312,327,hybrid
livelabs.eth,SecondLive,,56,1162,95,hybrid
nation3.eth,Nation3 DAO,"We are building a zero-tax, Web3-powered, solarpunk society. One that serves you, not the other way round.",1,1045,77,hybrid
panda-dao.eth,PandaDAO,"What People Want, What Pandas Build",1,378,18,hybrid
synthetix-stakers-poll.eth,Synthetix Stakers Poll,Polls Synthetix Stakers on SIP,1,2207,5,hybrid
eboos.eth,Eboos,Eboos est une collection de 1 040 uniques NFT. Cette collection s'adresse aux gens voulant découvrir le fabuleux monde des NFT par le biais d'un projet pas trop,1,53,40,hybrid
blid.eth,Bolide,Bolide is DeFi high yield aggregator based on automated Strategies. This is Bolide Governance Snapshot. Find more information at forum.bolide.fi,1,711,88,token
fantomstarter.eth,FS,Get early access to the ground-breaking projects of tomorrow with the ability to invest in the hottest IDO and INO.,250,146,10,hybrid
stgdao.eth,Stargate DAO,,1,921228,154,hybrid
kudasaijp.eth,Kudasai,,1,523,27,hybrid
liberofinancial.eth,Libero/Libera Financial,Multichain High APR Farming & Hyper Deflationary Token,250,898,13,hybrid
expansiondao.eth,ExpansionDAO,Inclusive & diverse expansion of the original CryptoPunks universe 💛 ,1,94,25,hybrid
pstakefinance.eth,pSTAKE Finance,Unlocking Liquidity of Staked Assets,1,342,24,hybrid
refraction.eth,Refraction,"We’re a community of diverse music, art, and culture enthusiasts who will own a festival, ongoing events, and spaces worldwide.",1,52,7,hybrid
floordao.eth,FloorDAO,FloorDAO aims to become the largest decentralized NFT market maker through the use of Protocol Owned Liquidity and NFTX to earn high yields for its treasury.,1,179,87,hybrid
botto.eth,Botto,"A decentralized, autonomous artist governed by the people.",1,538,79,algorithmic
astardegens.eth,Astar Degens DAO,Incubating promising projects and bringing new ideas to the Astar Ecosystem with the help of a community-governed DAO fund. ,592,1832,23,hybrid
govi.eth,GOVI DAO,The GOVI token is the governance token of the CVI Ecosystem,1,324,8,hybrid
ethlizards.eth,Ethlizards,,1,470,40,hybrid
dfkvote.eth,DeFi Kingdoms,"A DeFi game built on the blockchain, designed with useable NFTs",53935,604,16,hybrid
nishikigoi.eth,Nishikigoi,,1,117,9,hybrid
genesisdaosafe.eth,Genesis DAO,GenesisDAO.com,1,47,34,hybrid
potiongov.eth,Potion DAO,Price-insurance AMM protocol.,1,108,11,hybrid
cow.eth,CoW DAO,CoW DAO is stewarding the CoW Protocol Ecosystem. Start your proposal here: https://forum.cow.fi,1,7172,73,hybrid
specialresolution.nexusmutual.eth,Nexus Mutual Special Resolution,Polls for Special Resolutions of Nexus Mutual Ltd,1,42,1,hybrid
goodmorningnews.eth,Good Morning News,The world's first decentralized on-chain news organization. Main Links: https://linktr.ee/GoodMorningNews ,137,295,352,hybrid
assangedao.eth,AssangeDAO,AssangeDAO is a collective of cypherpunks fighting for the liberation of Julian Assange.,1,808,16,hybrid
polygonvalidators.eth,Polygon Validators,,137,2285,1,hybrid
elyseos.eth,Elyseos DAO,"Elyseos is a decentralized ecosystem for sacramental medicine work - including plant, fungi and animal agents of deep transformation.",250,15,9,hybrid
venus-xvs.eth,Venus Protocol,"This is the Venus Protocol Snapshot Account. 
",56,756,185,token
voltagefinance.eth,Voltage Finance,Voltage Finance Community Proposals,122,469,13,hybrid
threshold.eth,Threshold Network,,1,150,115,hybrid
thelanddaoprop.eth,TheLandSafe Proposals,,1,360,101,hybrid
onx-finance.eth,OnX Finance,onONX voting for OnX Finance,1,17,14,hybrid
baconcoin.eth,HomeCoin,A Coin Backed by US Home Loans,1,52,18,hybrid
rvrsprotocol.eth,Reverse Protocol,,42161,64,42,hybrid
friesdao.eth,friesDAO,Decentralized fast food franchise governance,1,75,11,hybrid
futera.eth,Futera United,"A democratic Football team based in Thailand, where holders vote on everything from the kit design, through to the tactics on matchday. Now in our 4th season.",1,455,294,hybrid
chaingov.eth,Onyx XCN DAO,Onyx XCN (Onyxcoin) Governance Polling. Staked XCN and XCN held in Ethereum Wallets are eligible for vote weight. ,1,2667,42,hybrid
kong.eth,KONG Land,,1,95,14,hybrid
glmrapes.eth,GLMR APES,🐒 1001 GLMR Apes caring about bananas and chilling out together on Glimmer. 👑 1st SOLD-OUT NFT collection ever on  @MoonbeamNetwork & 1st DAO 🍌,1284,1085,194,hybrid
tomoondao.eth,MoonDAO,We're going to the moon (literally),1,2463,180,hybrid
tradao.eth,Tradao,Tradao is a Web3 derivatives portfolio tracker that provides traders with a comprehensive toolset and innovative incentive system,42161,174,0,hybrid
raving.eth,Rave Names,The first web3 username system on Fantom Opera!,250,52,8,hybrid
dawow.eth,DAWoW,,1,350,19,hybrid
thehamily.eth,The Hamily,"Sea Hams, Hamily, Hamiltons, Ultracured Hamillionaires, (🌊,🍖) DAO",1,57,6,hybrid
giv.eth,Giveth,"Welcome to GIVernance!
Find important proposals affecting the Giveth DAO and GIVeconomy. Stake & Lock your GIV tokens to vote! https://giveth.io/givfarm",1,257,68,hybrid
ascensionprotocol.eth,Ascension DAO,Ascension Protocol is a Decentralized Autonomous Organization (DAO) dedicated to providing DeFi tools and opportunities for it's constituents.,42161,186,8,algorithmic
fuse.eth,Rari Capital DAO,,1,3553,317,hybrid
wowpixies.eth,WoW Pixies,Venture DAO focused on women led projects. 1 ERC-721 PIXIES token = 1 Vote,1,239,50,hybrid
zora.eth,Zora,The NFT Marketplace Protocol,1,23381,2,hybrid
harmony-mainnet.eth,Harmony Mainnet,Harmony is an open and fast blockchain. Our mainnet runs Ethereum applications with 2-second transaction finality and 100 times lower fees.,1666600000,523,20,hybrid
elyfi-bsc.eth,ELYFI,"ELYFI is a DeFi, a real asset collateralized lending protocol.",1,191,126,hybrid
swiveldao.eth,Swivel DAO,,1,208,11,hybrid
wizdao.eth,WizardsDAO,,1,149,69,hybrid
dforcenet.eth,dForce,,1,3213,89,hybrid
golflinks.eth,LinksDAO,LinksDAO is creating the modern golf & leisure club.,1,1287,24,hybrid
alluo.eth,Alluo,,1,100,389,hybrid
mvlchain.eth,MVLChain,"MVL is the Web 3.0 Mobility Ecosystem. 
Here is the official snapshot space for the MVL Governance.",1,40,3,token
tempusgov.eth,Tempus,Tempus is building the most important blocks of DeFi and Web3 in a way that’s scalable and accessible to all.,1,124,11,hybrid
hbot-prp.eth,Pull Request Proposals,"Propose pull requests to the Hummingbot codebase (except for new connectors, which should the New Connector Proposals space)",1,194,188,hybrid
gasdao.eth,Gas DAO,,1,518,18,hybrid
vote.vitadao.eth,VitaDAO,"We are collectively researching, financing, and commercializing longevity research in an open and democratic manner.",1,1537,128,hybrid
punksded.eth,PunksDed DAO,,1,19,7,hybrid
beanft.eth,BeaNFT DAO,BeaNFT holders make up the BeaNFT DAO. BeaNFT holders vote on BNPs on this Snapshot page. More info: https://docs.bean.money/almanac/governance/proposals#bnp,1,56,1,token
people-dao.eth,PeopleDAO,"From the $PEOPLE, to the $PEOPLE, for the $PEOPLE.",1,7666,53,hybrid
bentfinance.eth,Bent Finance,Governance voting for Bent Finance's vlCVX.,1,135,859,hybrid
theopendao.eth,OpenDAO,OpenDAO,1,9546,27,hybrid
polygonpenguins.eth,Polygon Penguins,"PIPs for our community to vote on new initiatives, new farms, new partners, anything that helps shape our future roadmap",137,417,6,hybrid
phonon.eth,Phonon DAO,"Phonon is a community-owned protocol enabling off-chain transfer of digital assets using secure hardware. Turn all crypto into P2P cash: private, fast, & free.",1,408,25,hybrid
cutiesofficial.eth,Blockchain Cuties Universe,,1,63,5,hybrid
beefydao.eth,Beefy,Beefy is a Multichain Yield Optimizer that focuses on safety and autocompounds crypto assets for the best APYs,1,10978,117,hybrid
grayboys.eth,The Mothership DAO (Gray Boys),"Gray Boys DAO, Only proposals for NFTs to acquire may be submitted. Any other proposals not specific to acquiring NFTs will be automatically declined.",1,1044,99,hybrid
freerossdao.eth,FreeRossDAO,,1,477,18,hybrid
hbot.eth,Hummingbot,"Welcome to the official Hummingbot Foundation governance space! Vote in this space and use the sub-spaces to propose new connectors, bounties, and pull requests",1,182,91,hybrid
colony.eth,Colony,The best way to build your DAO,100,166,2,hybrid
luchadores.eth,Luchadores.io,"Player-driven Fight-to-Earn auto-battler game, featuring ELO-based leaderboard, verifiable randomness, tournaments and much more",137,338,5,hybrid
thegreatwave.eth,The Great Wave,Artist Collective DAO,56,24,7,hybrid
17707.eth,17707,,1,260,262,hybrid
pathvote.eth,PathDAO,Governance and strategy of PathDAO,137,91,13,hybrid
silofinance.eth,Silo,A non-custodial lending protocol that implements secure & permissionless money markets where any token borrows another,1,414,52,hybrid
genomesdao.eth,GenomesDAO,"GenomesDAO is a biotech DAO focused on the safe, private, and auditable monetization of genomic data. ",8453,122,21,hybrid
itsblockchain.eth,IBCDAO,IBCDAO is a community-funded DAO working towards making metaverse a reality.,1,113,54,hybrid
younghwang.eth,Offshore DAO,Offshore DAO(OFO) is a decentralized organization to be registered under Decentralized Unincorporated Nonprofit Association Act of Wyoming.,1,12128,20,hybrid
ancientshrooms.eth,Ancient Shrooms,Ancient Shrooms Voting,1,108,31,hybrid
jadeprotocol.eth,Jade Protocol DAO,Jade Protocol is a decentralized investment collective.,42161,3349,22,hybrid
gmdao.eth,gmdao,The gmDAO consists of 900 members active within NFT sector,1,1022,97,hybrid
dappradar.eth,DappRadar,The Governance portal of the World's Dapp Store. Shape the future of DappRadar by proposing and voting.,1,1674,33,hybrid
paragonsdao.eth,Paragons,We like the cards,1,112,28,hybrid
biggreendao.eth,Big Green DAO,,137,313,35,hybrid
goldfinch.eth,Goldfinch,Goldfinch is a decentralized credit protocol that brings crypto loans to the real world. ,1,606,85,hybrid
krausehouse.eth,Krause House,,1,924,213,hybrid
daopunks.eth,DAOpunks,To free the world from the drudgery of default world work. #justDAOit,1,159,17,hybrid
paraswap-dao.eth,Velora DAO,Velora community ,1,8113,99,hybrid
reidar.eth,Reidar,,1,68,174,hybrid
fortressdao.eth,Fortress DAO,"Vires Simul!〖🏰 ,🏰〗",43114,505,22,hybrid
dexe.network,DAO DeXe,DAO DeXe is manages the DeXe Network through the voting power of DEXE holders. Forum: discourse.dexe.network,1,146,7,hybrid
bestfork.eth,Volta Club,The official DAO snapshot page.,1,7894,85,token
kwenta.eth,Kwenta,"Kwenta utilizes delegative governance, where five community-elected council members vote to make decisions on behalf of the DAO and its community.",10,1090,132,hybrid
gov.iexec.eth,iExec,iExec: The Decentralized Marketplace for computing assets. This Snapshot space is for voting on Community-related decisions using your iExec RLC tokens.,1,11,7,token
otterclam.eth,OtterClam,,137,342,161,hybrid
meritcircle.eth,Merit Circle,Merit Circle Governance Snapshot,4337,955,34,token
hectordao.eth,Hector Network,Hector Network is developing an expansive web 3 ecosystem for a visionary future. Hector Network is expanding crosschain and is dedicated to mass adoption.,250,2642,73,hybrid
floki-inu.eth,Floki,,1,517,20,hybrid
realdefiplaza.eth,DefiPlaza,"New proposal are created with a cool-down period of 48 hours for discussion and decision making, followed by a voting period of 72 hours.
",1,54,17,hybrid
xsp.eth,XSwap Protocol,The 1st automated market maker built on xdc network .,50,171,5,hybrid
arbibots.eth,BOTDAO,"The Arbibot's DAO, for BOT holders!",42161,326,5,hybrid
dimo.eth,DIMO,YOU MUST DELEGATE YOUR $DIMO TO VOTE. You can delegate to yourself or someone else who can vote on your behalf at https://delegate.dimo.zone,137,174,23,delegated
mavxyz.eth,Maverick Protocol,"Maverick Protocol is the infrastructure for decentralized finance, powered by the revolutionary Maverick AMM. ",1,13058,7,hybrid
fiatdao.eth,FIAT DAO,FIAT is a protocol for leveraging your DeFi fixed income assets.,1,24,11,hybrid
xtarot.eth,Tarot,,250,509,35,hybrid
gmx.eth,GMX,Governance process: https://docs.gmx.io/docs/community/governance,42161,75889,63,hybrid
yakherd.eth,Yield Yak,,43114,341,16,hybrid
grailers.eth,GrailersDAO,GrailersDAO is a community focused on supporting and collecting high end 'grail' art NFTs,1,165,53,hybrid
anglegovernance.eth,Angle Protocol,The goal of the ANGLE token is to collectively manage the Angle Protocol,1,1878,145,hybrid
beets.eth,Beets,,146,5071,194,hybrid
doodles.eth,Doodles,Current home of the Doodles Watch elections.,1,4979,53,hybrid
klimadao.eth,Klima DAO,,8453,6610,65,hybrid
dcip.eth,DCIP,,56,6,392,hybrid
cityroots.eth,Cityroots,,137,52,10,hybrid
devdao.eth,Developer DAO,Build web3 with friends 🤝,1,3600,44,hybrid
blockhubdao.eth,BlockHub DAO,BlockHubDAO is a VC DAO of Web3 Chads deeply involved in the Blockchain industry ,10,75,95,hybrid
ysl-io.eth,YSL.IO,The future of DeFi is here! Revolutionizing yield farming with innovative vaults & sustainable ecosystem. Join us for serious yields!,56,46,8,hybrid
sismo.eth,Sismo,"Sismo Governance by the holders of ""Sismo Contributor"" ZK badge",137,20437,12,hybrid
levx.eth,OhGeez DAO,,1,95,24,hybrid
pawthereum.eth,Pawthereum,Pawthereum is a cryptocurrency project with animal welfare charitable fundamentals at its core.,8453,52,22,hybrid
beanstalkfarms.eth,Beanstalk Farms,"Beanstalk Farms is a decentralized development organization working on Beanstalk. More info: 
docs.bean.money/almanac/governance/proposals#bfcp",1,332,149,hybrid
trava.eth,TRAVA.FINANCE,"A lending protocol that offers unique functions like pool creation, credit score, NFT-collateralized, and data analysis.",56,152,13,hybrid
leaguedao.eth,LeagueDAO,LeagueDAO is a decentralized open-source project building tokenized fantasy sports.,1,64,4,hybrid
forgottengov.eth,Forgotten Runes Wizard's Cult,,1,632,33,hybrid
mutantsdao.eth,MutantCats DAO,"9,999 cats mutated by a disease on the Ethereum blockchain.",1,4521,130,hybrid
yieldguild.eth,Yield Guild Games,Official YGG snapshot,1,224,1,token
kleros.eth,Kleros,,1,242,34,hybrid
atxdao.eth,ATX DAO,,1,73,55,hybrid
pagedao.eth,PageDAO,New governance at https://daodao.zone .Join our discord at https://bit.ly/pagedao-discord,1,44,36,hybrid
piedao.eth,PieDAO,,1,1587,112,hybrid
blocks-dao.eth,BLOCKS DAO,"BLOCKS DAO governs the BLOCKS token, a Proof-of-Process (PoP) network enabling verifiable, on-chain workflows, governance, and partnerships.",137,122,39,hybrid
genesisblocks.eth,Genesis Blocks,Genesis is a collection of 2500 evolving unique NFTs. Each transfer generates a new line.  This space is to vote on how to use our fund.,1,547,63,hybrid
swpr.eth,Swapr,,42161,15381,10,hybrid
10b57e6da0.eth,lobsterdao,10b57e6da0,1,681,28,hybrid
notional.eth,Notional Finance,,1,135,114,hybrid
daomstr.eth,DAO MASTERS,,1,96,62,hybrid
synapseprotocol.eth,Synapse Protocol,This is the space for the legacy Synapse DAO. Synapse Protocol is now governed by the Cortex DAO: https://snapshot.box/#/s:cortex-protocol.eth,1,7154,49,token
abracadabrabymerlinthemagician.eth,Magic Internet Money,Magic Internet Money is a crosschain stablecoin that can be minted via providing various collaterals.,1,1946,96,hybrid
gearbox.eth,Gearbox,,1,6489,245,hybrid
primerating.eth,Prime Rating,,1,58,261,hybrid
faradao.eth,vote.faraland.io,,56,168,17,hybrid
superraredao.eth,SuperRare DAO,$RARE Governance,1,714,33,hybrid
gro.xyz,Gro DAO,Gro governance,1,686,52,hybrid
moonbeans.eth,MoonBeans,For governance of the MoonBeans project.,1285,268,18,hybrid
pantherprotocol.eth,Panther Protocol,Solution to restore privacy in Web3 and DeFi while providing financial institutions with a clear path to compliantly participate in decentralized finance.,1,774,25,hybrid
gyrodao.eth,Gyroscope Protocol,"Stablecoin superliquidity: all-weather GYD, yield-bearing sGYD, highly efficient liquidity pools (E-CLPs)",1,7773,8,hybrid
raidparty.eth,RAID,Token for the Raid Guild,100,53,2,hybrid
rook.eth,Rook,,1,248,44,hybrid
immutablex.eth,ImmutableX,,13371,771,6,hybrid
loot-dao.eth,Loot Owners,,1,6684,22,hybrid
dopedao.eth,DopeDAO,Life on the NFT streets,1,720,100,hybrid
dydxgov.eth,dYdX,,1,24178,63,hybrid
daocity.eth,CityDAO,"We're building a web3 city of the future, starting with 40 acres of land in Wyoming.",1,4396,68,hybrid
bgansv2.eth,BASTARD GAN PUNKS V2s,,1,177,287,hybrid
songadao.eth,SongADAO,Sucking at something is the first step to being kinda good at something.,1,133,10,hybrid
globalcoinresearch.eth,Global Coin Research,A research and investment DAO focused on Web3. Join with 100$GCR!,1,110,9,hybrid
balancer.eth,Balancer,,1,36263,1010,hybrid
cre8r.eth,CRE8R DAO,DeFi Content Marketing DAO,1,73,80,hybrid
jbdao.eth,JuiceboxDAO,"The Decentralized Funding Platform. Community-owned, on Ethereum. Learn about our Governance Process: https://info.juicebox.money/dao/process/",1,2530,413,hybrid
bullsontheblock.eth,Bulls on the Block,Community voting for Bulls on the Block Community Growth Council (BOTB CGC) ,1,1201,154,hybrid
unipilot.eth,A51 Finance,Governance for $A51 Holders.,42161,89,21,hybrid
ownfund.eth,Own.fund DAO,A Collective of Cryptocurrency Founders and Investors Supporting the Creator Economy,1,26,75,hybrid
sharkdao.eth,SharkDAO,,1,1575,846,hybrid
biswap-org.eth,Biswap,Biswap - Freedom of exchange,56,2745,24,hybrid
tetu.eth,Tetu.io,Tetu is a decentralized organization committed to providing a next generation yield aggregator to DeFi investors.,137,151,50,hybrid
hapione.eth,HAPI,"HAPI is a cybersecurity protocol aimed at preventing illicit activity by taking under the purview CEX, DEX and DeFI projects protecting against AML and hacking",1,28,6,hybrid
banksocialdao.eth,BankSocial,"BankSocial™ social consensus lending DAO. BankSocial is by the people, for the people.",1,103,20,hybrid
mcv.eth,MetaCartel Ventures,,1,58,66,hybrid
tecommons.eth,Token Engineering Commons,Cultural decision making and signaling ,10,131,28,hybrid
minto.eth,Minto,"Minto tokenizes Bitcoin mining farms and allows mining Bitcoin by staking BTCMT token.
Community discussion here: https://t.me/btcmtofficialchat",56,191,12,hybrid
thalesgov.eth,Overtime Governance,This is the space for conducting the Overtime Council governance process,1,91,215,hybrid
cakemonster.eth,MONSTA - The Beast of BSC,$MONSTA is a Hyper-Deflationary and Dividend-Yielding asset on #BNBChain that introduces a new form of monetary policy.,56,73,21,hybrid
dorg.eth,dOrg,,1,278,289,hybrid
universexyz.eth,Universe.XYZ,,1,135,5,hybrid
buzzedbears.eth,Buzzed Bear Plazza,,1,117,54,hybrid
ethtraderdao.eth,EthTrader DAO,,1,212,101,hybrid
0xgov.eth,0x Protocol,The purpose of snapshot proposals is to gauge community sentiment on serious topics under consideration for onchain governance votes that impact 0x Protocol.,1,2040,27,token
shapeshiftdao.eth,ShapeShift,"ShapeShift DAO is governed by FOX Token holders

Caution: Address must hold a minimum FOX to post a proposal on SnapShot as set by Snapshap Space admin(s)",1,6598,234,token
mstablegovernance.eth,mStable,,1,957,142,hybrid
polywrap.eth,Polywrap,Enter the Composable Future,1,68,233,hybrid
mintclub.eth,Mint Club V2 DAO,"Mint Club enables the creation of customizable bonding curve tokens or NFTs, allowing for any ERC20 token to be chosen as the base asset.",56,46,0,hybrid
elimu.eth,elimu.ai,Free open-source learning software for out-of-school children 🚀✨,1,33,26,hybrid
brightmoments.eth,Bright Moments,"Bright Moments is an NFT gallery, organized as a DAO. ",1,341,30,hybrid
instadapp-gov.eth,Instadapp,The open source middleware platform for decentralized finance applications,1,1012,18,hybrid
mantra-dao.eth,MANTRA,"MANTRA is a first of its kind, vertically-integrated and regulatory compliant blockchain ecosystem.",1,1382,44,hybrid
origingov.eth,Origin Protocol,Increasing economic opportunity for all,1,716,130,hybrid
meebitsdao.eth,MeebitsDAO,MeebitsDAO – Development fund for the Meebits ecosystem,137,221,26,hybrid
bitdao.eth,Mantle (prev. BitDAO),"Mass adoption of token-governed technologies - with Mantle Network, an Ethereum rollup, Mantle Treasury and a token holder governed roadmap",1,88946,33,hybrid
palvote.eth,Paladin,Enter the meta-governance coordination layer,1,186,98,hybrid
sporkdao.eth,SporkDAO,SporkDAO represents the final leg of the journey towards transitioning ETHDenver to a community owned ecosystem.,137,344,8,hybrid
mainnet.ssvnetwork.eth,ssv.network,ssv.network is a decentralized staking infrastructure based on Secret-Shared-Validator (SSV) technology for running a distributed (DVT) Ethereum validator.,1,505,101,hybrid
staking.idlefinance.eth,Idle DAO (stkIDLE holders),Off-chain polls for Idle DAO governance dedicated to stkIDLE holders,1,87,119,hybrid
dogelondao.eth,Dogelon DAO,Building the Dogelon Mars community  ,1,453,20,hybrid
cvx.eth,Convex Finance,veCRV voting for Convex Finance on Curve Protocol,1,5360,1823,hybrid
gemach.eth,Gemach DAO,,1,29,10,hybrid
kogecoin.eth,KogeCoin,KogeCoin on Polygon Governance Portal,137,980,120,hybrid
cryptexdao.eth,Cryptex,,1,80,47,hybrid
1inch.eth,1inch Network,"The 1inch Network seamlessly unites multiple decentralized protocols, empowering users to perform efficient, user-friendly and secure operations in Web3. 🦄🌈❤️",1,13619,87,hybrid
sushigov.eth,Sushi,Sushi Governance Snapshot,1,61143,227,token
blackpoolhq.eth,blackpoolhq.eth,Blackpool Finance,1,139,24,hybrid
cabindao.eth,Cabin,,1,252,67,hybrid
planetfinance.eth,Planet,You must hold at least 500 AQUA to create a proposal. To be successful a proposal needs at least 70% of votes for it and must be live for at least 7 days.,56,439,92,hybrid
curve.eth,Curve Finance,,1,32954,203,hybrid
unlock-protocol.eth,Unlock Protocol,"Unlock is a protocol for NFT memberships! 
In order to post proposals, please join our Discord first!

https://discord.unlock-protocol.com/
",1,345,85,hybrid
researchhub.eth,ResearchHub Foundation,"The ResearchHub Foundation is a global decentralized community that aims to align incentives in academia, making science more open and collaborative",1,83,28,hybrid
apwine.eth,APWine,APWine is the protocol to trade future yield. ,1,281,57,hybrid
club.eth,Seed Club,Build something people want to be a part of.,1,163,22,hybrid
streamr.eth,Streamr,"Streamr is a decentralized network for distributing real-time data, built for emerging data economies and Web 3.0. Vote on Streamr governance proposals here.",1,1162,29,hybrid
dea.eth,DEUS Finance ,Transposes any digitally verifiable asset securely onto the blockchain—Trade real-world assets and derivatives on the blockchain without limits.,250,264,34,hybrid
dfx.eth,DFX Finance,A decentralized foreign exchange protocol optimized for stablecoins.,1,91,33,hybrid
index-coop.eth,Index Coop,,1,2811,1445,hybrid
gitcoindao.eth,Gitcoin,"Fund, build and protect what matters.  From products to protocols, our tools empower community-led funding and trustworthy digital experiences.",1,150356,170,hybrid
rbn.eth,Aevo,,1,2098,37,hybrid
decrypt-media.eth,Decrypt Media,A media company for the Web3 age,1,8010,16,hybrid
rarible.eth,Rarible Protocol DAO,,1,4129,138,hybrid
primexyz.eth,PrimeDAO,Collective of experienced builders enabling DAO 2 DAO innovation,1,130,84,hybrid
qidao.eth,Qi Dao | Mai.Finance,The Dao is like a well: used but never used up. It is like the eternal void: filled with infinite possibilities.,1,8361,246,hybrid
varen.eth,Varen,Varen is an Ethereum-based multi-chain DeFi hub,1,87,33,hybrid
